timestamp,cpu/limit,cpu/request,cpu/usage,cpu/usage_rate,filesystem/limit,filesystem/usage,memory/cache,memory/limit,memory/major_page_faults,memory/major_page_faults_rate,memory/page_faults,memory/page_faults_rate,memory/request,memory/rss,memory/usage,memory/working_set,uptime,normal,cpu,mem,io
1529577600,0,0,8260765022923,712,79680208896,253952,90472448,0,0,0,24355728,313.65570068359375,0,1166684160,1257263104,1257222144,82030271,1,0,0,0
1529577620,0,0,8283891994861,707,79680208896,253952,90816512,0,0,0,24366531,330.49090576171875,0,1166688256,1257627648,1257586688,82050266,1,0,0,0
1529577640,0,0,8297770938173,713,79680208896,253952,91049984,0,0,0,24373808,374.2317199707031,0,1166688256,1257816064,1257775104,82070242,1,0,0,0
1529577660,0,0,8304994360600,712,79680208896,253952,91168768,0,0,0,24377098,324.3272705078125,0,1166688256,1257857024,1257816064,82090224,1,0,0,0
1529577680,0,0,8324346825707,685,79680208896,253952,91545600,0,0,0,24386811,344.1044616699219,0,1166688256,1258270720,1258225664,82110178,1,0,0,0
1529577700,0,0,8333475318491,702,79680208896,253952,91697152,0,0,0,24391642,371.6162414550781,0,1166688256,1258385408,1258340352,82130260,1,0,0,0
1529577720,0,0,8344281615308,702,79680208896,253952,91869184,0,0,0,24397167,359.06072998046875,0,1166688256,1258659840,1258618880,82150202,1,0,0,0
1529577740,0,0,8365523783923,712,79680208896,253952,92225536,0,0,0,24407597,349.6194763183594,0,1166692352,1259044864,1259003904,82170215,1,0,0,0
1529577760,0,0,8377079177352,677,79680208896,253952,92479488,0,0,0,24413054,319.9689636230469,0,1167441920,1259933696,1259892736,82190178,1,0,0,0
1529577780,0,0,8388243447104,708,79680208896,253952,92692480,0,0,0,24419408,403.3981628417969,0,1166692352,1259384832,1259343872,82210250,1,0,0,0
1529577800,0,0,8400420139091,632,79680208896,253952,92983296,0,0,0,24425919,338.4690246582031,0,1166700544,1259737088,1259696128,82230218,1,0,0,0
1529577820,0,0,8419849675332,682,79680208896,253952,93384704,0,0,0,24436487,371.1878356933594,0,1166700544,1260208128,1260167168,82250228,1,0,0,0
