timestamp,cpu/limit,cpu/request,cpu/usage,cpu/usage_rate,filesystem/limit,filesystem/usage,memory/cache,memory/limit,memory/major_page_faults,memory/major_page_faults_rate,memory/page_faults,memory/page_faults_rate,memory/request,memory/rss,memory/usage,memory/working_set,uptime
1529510080,0,0,983038353435,189,79680208896,282624,372912128,0,0,0,1897612,115.94723510742188,0,120315904,493314048,493256704,14430430
1529510100,0,0,988210235349,176,79680208896,282624,375103488,0,0,0,1901622,136.75253295898438,0,121004032,496132096,496070656,14450404
1529510120,0,0,990145991211,180,79680208896,282624,375902208,0,0,0,1902751,105.17723083496094,0,121475072,497496064,497438720,14470334
1529510140,0,0,995113463587,196,79680208896,282624,377790464,0,0,0,1906442,146.23475646972656,0,122048512,499896320,499834880,14490329
1529510160,0,0,998560349335,195,79680208896,282624,379101184,0,0,0,1907641,68.15508270263672,0,122753024,501911552,501854208,14510425
1529510180,0,0,1003134547132,175,79680208896,282624,380997632,0,0,0,1910799,121.3238296508789,0,123408384,504500224,504442880,14530423
1529510200,0,0,1005747437881,184,79680208896,282624,382107648,0,0,0,1912286,104.7337417602539,0,123904000,506130432,506073088,14550360
1529510220,0,0,1008343717899,177,79680208896,282624,383193088,0,0,0,1914311,138.62904357910156,0,124289024,507506688,507449344,14570414
1529510240,0,0,1012874147371,178,79680208896,282624,385097728,0,0,0,1917668,132.17945861816406,0,124882944,510099456,510042112,14590416
1529510260,0,0,1015186543462,191,79680208896,282624,385998848,0,0,0,1919380,141.408935546875,0,125214720,511287296,511229952,14610302
1529510280,0,0,1020722421811,184,79680208896,282624,388247552,0,0,0,1923131,124.74999237060547,0,125947904,514252800,514195456,14630409
1529510300,0,0,1023371356924,182,79680208896,282624,389328896,0,0,0,1924566,98.86507415771484,0,126513152,515923968,515866624,14650341
1529510320,0,0,1029036676913,181,79680208896,282624,391659520,0,0,0,1927795,103.53620147705078,0,127279104,519032832,518975488,14670383
1529510340,0,0,1031786141559,178,79680208896,282624,392814592,0,0,0,1930448,172.0217742919922,0,127721472,520564736,520507392,14690353
1529510360,0,0,1033600473284,180,79680208896,282624,393564160,0,0,0,1931510,105.83190155029297,0,127942656,521633792,521576448,14710401
1529510380,0,0,1038807230104,180,79680208896,282624,395718656,0,0,0,1935511,138.69801330566406,0,128659456,524435456,524378112,14730325
1529510400,0,0,1041388095510,192,79680208896,282624,396718080,0,0,0,1936660,85.62940979003906,0,129175552,525942784,525885440,14750343
1529510420,0,0,1046363571154,182,79680208896,282624,398753792,0,0,0,1940110,126.58269500732422,0,129888256,528642048,528584704,14770433
1529510440,0,0,1050273052921,176,79680208896,282624,400400384,0,0,0,1942848,123.81878662109375,0,130568192,531070976,531013632,14790448
1529510460,0,0,1054067001010,189,79680208896,282624,401891328,0,0,0,1944719,93.6209716796875,0,131096576,533098496,533041152,14810278
1529510480,0,0,1056785269236,174,79680208896,282624,403058688,0,0,0,1946747,130.30551147460938,0,131567616,534732800,534675456,14830315
1529510500,0,0,1060489999192,199,79680208896,282624,404447232,0,0,0,1948853,113.16866302490234,0,132235264,536694784,536637440,14850303
1529510520,0,0,1064288341102,151,79680208896,282624,405872640,0,0,0,1952337,138.5700225830078,0,133046272,538918912,538861568,14870278
1529510540,0,0,1067294577556,197,79680208896,282624,407056384,0,0,0,1953841,98.68345642089844,0,133812224,540893184,540835840,14890297
1529510560,0,0,1072184943375,189,79680208896,282624,409042944,0,0,0,1957821,153.8410186767578,0,134815744,543977472,543916032,14910343
1529510580,0,0,1074988581054,193,79680208896,282624,410144768,0,0,0,1959257,99.23196411132812,0,135340032,545484800,545427456,14930281
1529510600,0,0,1079454968460,204,79680208896,282624,411770880,0,0,0,1963264,183.77084350585938,0,136192000,548065280,548007936,14950402
1529510620,0,0,1083074072477,185,79680208896,282624,413200384,0,0,0,1965115,94.83067321777344,0,136871936,550178816,550121472,14970359
1529510640,0,0,1085409353548,211,79680208896,282624,414048256,0,0,0,1967116,181.1584014892578,0,137289728,551452672,551395328,14990353
1529510660,0,0,1088965735231,202,79680208896,282624,415375360,0,0,0,1968188,60.95757293701172,0,138543104,553926656,553869312,15010359
1529510680,0,0,1094847746319,196,79680208896,282624,417562624,0,0,0,1971990,127.19184112548828,0,139554816,557232128,557174784,15030259
1529510700,0,0,1099825817925,175,79680208896,282624,419491840,0,0,0,1975999,141.45005798339844,0,140238848,559857664,559800320,15050320
1529510720,0,0,1103097322784,238,79680208896,282624,420667392,0,0,0,1978444,178.46543884277344,0,141004800,561786880,561729536,15070286
1529510740,0,0,1106310653661,172,79680208896,282624,421945344,0,0,0,1980175,93.0842056274414,0,141307904,563347456,563290112,15090270
1529510760,0,0,1109821941561,211,79680208896,282624,423235584,0,0,0,1982006,110.40166473388672,0,142032896,565350400,565293056,15110325
1529510780,0,0,1115669432384,196,79680208896,282624,425435136,0,0,0,1985775,126.41191101074219,0,142778368,568229888,568172544,15130388
